NewTaipei-city,板橋區,文化路二段４３１號,文化國寶,22,84,58,None
NewTaipei-city,板橋區,新府路６６號,超級F1,12,733,58,22
NewTaipei-city,板橋區,文化路二段１８２巷１弄２號,文化第王,25,209,57.9,None
NewTaipei-city,新店區,中興路三段２２７號,捷運新公館,24,331,57.9,19
NewTaipei-city,中和區,中安街//新興街,華園（新）,25,124,57.9,35
NewTaipei-city,永和區,信義路２０號,捷運新都星,5,179,57.8,None
NewTaipei-city,新店區,中興路三段２１９號,捷和創世紀,22,280,57.7,28
NewTaipei-city,板橋區,莊敬路２３１巷１號,新板圖,4,149,57.6,None
NewTaipei-city,永和區,中正路７３８號,樹琴,5,33,57.6,None
NewTaipei-city,新店區,北新路二段１９８號,豪景天下,22,36,57.4,35
NewTaipei-city,板橋區,漢生東路２６０號,新都廳,10,62,57.3,65
NewTaipei-city,板橋區,縣民大道一段//館前西路,昇陽府中棧,12,131,57.1,33
NewTaipei-city,新店區,北新路三段１７號,三輝君匯,9,81,57,95
NewTaipei-city,新店區,北新路一段２９３號,都會通,16,188,56.8,17
NewTaipei-city,永和區,保福路二段８８巷１７號,雍河院,8,165,56.8,None
NewTaipei-city,板橋區,縣民大道二段８６號,權世界,12,165,56.7,64
NewTaipei-city,板橋區,文化路二段４４１巷７號,文化風閣,10,34,56.7,None
NewTaipei-city,永和區,安樂路１４４巷１６號,公園四季,12,179,56.5,35
NewTaipei-city,板橋區,中山路一段１５６之１號,東方明珠,11,100,56.5,94
NewTaipei-city,三重區,集美街７１號,東煒欽品,3,96,56.3,None
NewTaipei-city,永和區,安樂路//秀安街,法國臻品二期,19,232,56.2,41
NewTaipei-city,新店區,大豐路１６巷３弄５號,大豐晶棧,20,17,56.2,None
NewTaipei-city,板橋區,縣民大道一段//中山路一段,世中心,7,50,56.2,None
NewTaipei-city,新莊區,中華路三段８０號,京雅苑,5,31,56.2,None
NewTaipei-city,板橋區,中山路一段１８１號,領御,8,109,56.1,75
NewTaipei-city,板橋區,文化路二段３９８號,江翠國寶,20,91,56.1,26
NewTaipei-city,新店區,中央二街５６號,采會萊茵,12,36,56.1,51
NewTaipei-city,板橋區,大同街//文聖街,格林珍寶,13,148,56.1,41
NewTaipei-city,三重區,過圳街７巷３２號,捷運首席,9,46,56,None
NewTaipei-city,板橋區,中山路一段１３９-３號,華府DC,14,44,55.7,56
NewTaipei-city,板橋區,長江路二段２７５號,雙十豪景,25,96,55.7,None
NewTaipei-city,三重區,捷運路２９號,禮贊,5,44,55.7,None
NewTaipei-city,中和區,宜安路１６８巷６號,協和紀(森活館),7,49,55.5,None
NewTaipei-city,永和區,秀朗路二段１０１號,廣宇晴朗,2,146,55.5,32
NewTaipei-city,板橋區,民族路１５１巷７１號,文筵美學,6,44,55.4,None
NewTaipei-city,新店區,中央五街３９號,藝墅,13,57,55.3,48
NewTaipei-city,板橋區,文化路二段//松江街,寶佳臻峰,5,184,55.2,67
NewTaipei-city,新店區,建國路//廿張路,聯府御庭,22,72,55.1,35
NewTaipei-city,中和區,宜安路３號,台北宜安,16,54,55.1,27
NewTaipei-city,中和區,景新街２９５巷１５號,捷運華格納,13,37,55.1,37
NewTaipei-city,三重區,重新路三段４６號,三重奏,21,108,55,25
NewTaipei-city,永和區,中山路一段３８號,新時代,10,268,55,27
NewTaipei-city,板橋區,區運路１０１號,巴黎16區,11,198,54.9,84
NewTaipei-city,新店區,文化路２３號,高峰會,11,209,54.8,None
NewTaipei-city,永和區,永和路二段９４號,捷運新宿,25,166,54.8,22
NewTaipei-city,永和區,信義路２５巷３０弄９號,信義雙星,6,15,54.7,None
NewTaipei-city,板橋區,文化路二段３２１號,正頎大廈,21,40,54.6,None
NewTaipei-city,中和區,宜安路１２１號,帝門,12,260,54.6,42
NewTaipei-city,板橋區,海山路２３號,法國翡翠,12,69,54.6,30
NewTaipei-city,新莊區,中華路一段３１號,五星尊爵第八期-富貴中華,3,232,54.5,None
NewTaipei-city,中和區,景安路１５５號,冠德大境-冠德美境,2,202,54.5,None
NewTaipei-city,新店區,文化路９０號,中興禮居,17,93,54.4,35
NewTaipei-city,中和區,安樂路//安平路,冠倫天地,22,115,54.4,27
NewTaipei-city,永和區,民有街６７巷７號,敦南一品,4,77,54.3,None
NewTaipei-city,板橋區,文化路二段４１７巷６號,江之翠,6,97,54.2,None
NewTaipei-city,板橋區,民生路二段１４８號,公園大鎮,23,364,54.1,30
NewTaipei-city,板橋區,雙十路二段８１號,至善珍寶,22,200,54.1,39
NewTaipei-city,板橋區,雙十路二段４７巷５１號,耶林珍寶,17,79,54.1,58
NewTaipei-city,中和區,宜安路１６８巷５號,協和紀(樂活館),6,217,54.1,41
NewTaipei-city,新店區,光明街２２６號,國泰雙璽,4,156,54.1,None
NewTaipei-city,板橋區,文聖街１５８號,上上願,13,86,54,30
NewTaipei-city,新店區,寶橋路//中興路二段,合環御景,10,376,53.9,65
NewTaipei-city,中和區,中和路３６２號,銀河金貴族,28,68,53.7,None
NewTaipei-city,板橋區,文化路二段//仁化街,新富時代,19,43,53.7,None
NewTaipei-city,板橋區,重慶路２４５巷８０號,金富帝寶,10,151,53.7,None
NewTaipei-city,板橋區,民生路三段２４號,民生捷座,21,335,53.6,34
NewTaipei-city,板橋區,萬板路２８號,榮耀交響曲,12,179,53.6,45
NewTaipei-city,新店區,北新路一段２７１巷３３號,霞飛大道二期,9,102,53.5,28
NewTaipei-city,中和區,水源路１３２巷７號,翔之譽,4,201,53.5,None
NewTaipei-city,永和區,中和路//雙和街,現代經典,27,120,53.3,34
NewTaipei-city,中和區,中安街１８０號,御書苑,24,96,53.2,47
NewTaipei-city,板橋區,新海路１５０號,非常歐洲,19,433,53.2,25
NewTaipei-city,板橋區,莊敬路１９１號,高閣,23,306,53.2,25
NewTaipei-city,板橋區,南雅南路二段１２０號,遠揚加州,9,608,53.2,51
NewTaipei-city,新店區,北新路一段９６巷２１號,養心殿,8,102,53.2,None
NewTaipei-city,板橋區,文化路一段１３５號,華新花園華廈,34、35,141,53.1,50
NewTaipei-city,中和區,中和路３２６號,松廈（新）,21,152,53.1,31
NewTaipei-city,新莊區,榮華路一段２號,幸福公園3 文學苑,7,38,53.1,None
NewTaipei-city,板橋區,漢生東路１６６號,國鼎,11,150,53,73
NewTaipei-city,永和區,國光路１２巷１號,銀河國寶,24,60,52.9,30
NewTaipei-city,中和區,安樂路８１號,君子集5,12,70,52.9,35
NewTaipei-city,三重區,重新路三段１５０號,冠德捷世,6,282,52.8,23
NewTaipei-city,永和區,仁愛路３０６巷６２號,仁愛富達,3,61,52.8,None
NewTaipei-city,永和區,竹林路//豫溪街,臻璽,20,81,52.7,43
NewTaipei-city,中和區,景安路１１８號,冠德大境-冠德麗境,2,170,52.7,None
NewTaipei-city,板橋區,莊敬路//民生路二段,鑑築,17,58,52.6,56
NewTaipei-city,永和區,保福路二段１１１號,永和苑,5,109,52.6,None
NewTaipei-city,新店區,建國路２１２號,三輝墨寶－小墨寶,12,18,52.6,32
NewTaipei-city,三重區,信義西街３５號,日健悅,5,151,52.4,45
NewTaipei-city,板橋區,吳鳳路//銘傳街,全陽圓,3,122,52.4,None
NewTaipei-city,永和區,仁愛路３０６巷１８弄２號,仁愛歐堡,15,161,52.3,50
NewTaipei-city,中和區,景安路２４７巷８號,樸石麗緻,12,115,52.2,None
NewTaipei-city,板橋區,莊敬路３９號,家麒文化,13,314,52.2,61
NewTaipei-city,板橋區,中山路一段２１６巷２號,馥華松苑,7,52,52.2,65
NewTaipei-city,三重區,重陽路一段２６巷２６號,三千家2-B棟,5,21,52.1,None
NewTaipei-city,永和區,永和路二段２０１號,現代大廈,36,40,52,None
NewTaipei-city,永和區,林森路１２６號,東煒大和,9,58,52,None
NewTaipei-city,板橋區,成都街１６號,板信誠品,7,69,52,None
NewTaipei-city,新店區,北新路二段２９巷２弄２號,蒲陽世家,20,60,51.9,29
NewTaipei-city,板橋區,民生路二段//萬板路,康和新賞,20,114,51.8,35
NewTaipei-city,新店區,中華路４９號,霞飛大道三期,10,18,51.7,40
NewTaipei-city,板橋區,漢生西路１５７號,日安陽明,15,56,51.6,35
NewTaipei-city,板橋區,松柏街５０巷３號,松柏華廈,21,49,51.5,None
NewTaipei-city,板橋區,民生路二段２２９號,捷和藍京,23,262,51.4,30
NewTaipei-city,板橋區,文化路二段４１０巷２弄１６號,吉祥儒邑,24,172,51.4,33
NewTaipei-city,新店區,寶橋路６６號,群星會,18,157,51.3,46
NewTaipei-city,板橋區,中山路二段８９巷２０號,第王,22,96,51.3,23
NewTaipei-city,三重區,重新路三段１７號,冠德天驕,5,91,51.3,None
NewTaipei-city,永和區,環河西路一段１１號,捷洋天湛,6,114,51.2,55
NewTaipei-city,板橋區,莊敬路１４８號,綠如意,23,213,51.1,32
NewTaipei-city,新店區,中央一街１０號,中央雙星,13,24,51.1,None
NewTaipei-city,新店區,中央一街２０號,陶品居,11,37,51.1,None
NewTaipei-city,中和區,成功路８號,一集,8,52,51.1,None
NewTaipei-city,新店區,大新街７巷１９號,御藏,7,16,51.1,34
NewTaipei-city,三重區,環河北路三段２８０號,天河宏琚,3,48,51.1,None
NewTaipei-city,永和區,雙和街１６巷１０號,日富天下1（新）,29,52,50.9,None
NewTaipei-city,新店區,二十張路３３巷６號,日安雅族,22,39,50.9,28
NewTaipei-city,三重區,集賢路１６號,千江月,8,87,50.9,None
NewTaipei-city,新店區,中興路一段１２號,國璽,7,87,50.8,None
NewTaipei-city,三重區,正義北路１８５號,金貴族,11,33,50.7,None
NewTaipei-city,新店區,中央三街２９號,御中央,5,22,50.7,None
NewTaipei-city,永和區,永貞路１３２號,珍園,20,36,50.6,34
NewTaipei-city,永和區,福和路９５號,華旺興,22,133,50.6,37
NewTaipei-city,新店區,北新路一段１２６巷２１號,美麗殿,7,60,50.6,90
NewTaipei-city,中和區,捷運路２５號,達永春嶺,3,183,50.6,None
NewTaipei-city,中和區,連城路２６５號,華南智慧大樓,31,54,50.5,None
NewTaipei-city,永和區,中和路３９３號,百順客,24,328,50.5,45
NewTaipei-city,新店區,中興路三段２２１號,康和春秋,24,326,50.5,38
NewTaipei-city,板橋區,文化路二段４８１號,台北溫哥華,21,222,50.5,49
NewTaipei-city,板橋區,吳鳳路１７之１號,江翠及第,11,97,50.5,47
NewTaipei-city,板橋區,四川路二段１２３號,藍寶石,20,314,50.4,16
NewTaipei-city,新店區,中興路一段２８９號,金典,27,41,50.4,38
NewTaipei-city,新店區,中興路三段２４８號,京澄檜道,19,142,50.4,36
NewTaipei-city,中和區,興南路一段３４巷２號,永興居,20,173,50.4,27
NewTaipei-city,中和區,明禮街３３號,景安國宴,15,134,50.4,25
NewTaipei-city,永和區,成功路二段//環河東路四段,銀河水都,14,423,50.4,50
NewTaipei-city,新店區,北新路一段２７１巷４５號,霞飛大道一期,11,29,50.4,47
NewTaipei-city,新店區,中華路４７巷２弄１５號,華園,7,16,50.4,None
NewTaipei-city,淡水區,中正東路二段１６５號,頤海大院,5,54,50.4,None
NewTaipei-city,中和區,南華路６７號,雙禧園,4,175,50.4,46
NewTaipei-city,汐止區,忠二街//北山路,白馬山莊,38,122,50.4,None
NewTaipei-city,三重區,重新路一段１０８號,冠德美麗台北,8,503,50.3,None
NewTaipei-city,新店區,北新路一段//中正路,長虹峰華,9,63,50.2,None
NewTaipei-city,永和區,中山路一段２６９號,御極賞,8,60,50.2,None
NewTaipei-city,中和區,景平路１１３號,雅璞心向,3,72,50.2,None
NewTaipei-city,新店區,中央五街１１號,唐寧街11號,7,50,50.1,None
NewTaipei-city,新店區,三民路７５巷３弄１１號,友座藏愛,10,35,50,40
NewTaipei-city,永和區,竹林路//環河東路一段,三丰翠堤,26,136,50,29
NewTaipei-city,三重區,中正南路２號,摩宿,7,98,50,None
NewTaipei-city,中和區,中山路三段２１５號,NEXT1,3,90,50,28
NewTaipei-city,新店區,中興路三段２３０號,中興馥,9,42,50,97
NewTaipei-city,板橋區,文化路一段２７０巷３弄１號,文化名人,25,64,49.9,50
NewTaipei-city,板橋區,雙十路二段//文化路二段,龍之邦,22,364,49.9,32
NewTaipei-city,永和區,安樂路１４８號,君臨天下,20,82,49.9,56
NewTaipei-city,永和區,環河東路四段９８號,環東極品,16,90,49.9,30
NewTaipei-city,中和區,連勝街５９號,優悅賞,14,80,49.9,36
NewTaipei-city,板橋區,陽明街//文化路一段,心站地帶,20,74,49.9,19
NewTaipei-city,新店區,寶橋路３６號,玉上園,7,1105,49.9,None
NewTaipei-city,三重區,進安街１９０號,重揚官邸,6,48,49.9,None
NewTaipei-city,新店區,寶慶街３５巷６號,城中城品,8,22,49.9,None
NewTaipei-city,林口區,文化北路一段530號,世界公民,4,25,49.9,None
NewTaipei-city,中和區,中安街２００號,皇家豪景,19,86,49.8,49
NewTaipei-city,新莊區,中正路//大觀街,永鼎帝京,4,234,49.7,None
NewTaipei-city,永和區,中正路４６５巷２１號,漢皇極品 喬治五世,9,65,49.7,99
NewTaipei-city,板橋區,民生路三段//光武街,春池宇宙光,20,264,49.6,33
NewTaipei-city,新店區,寶元路一段４０號,中興典,19,97,49.5,39
NewTaipei-city,中和區,景安路９號,合康領袖廳,14,209,49.5,36
NewTaipei-city,永和區,仁愛路２８２巷２０號,仁愛皇家,10,194,49.5,51
NewTaipei-city,新店區,環河路１之１號,名水漾,7,56,49.5,None
NewTaipei-city,永和區,忠孝街３６號,忠孝傳家,22,124,49.4,34
NewTaipei-city,中和區,大勇街７８號,萬事達,8,185,49.4,37
NewTaipei-city,永和區,中山路一段１３０號,櫻花桂閣,20,75,49.3,43
NewTaipei-city,板橋區,四川路二段２４５巷１０號,板南祥和,23,70,49.3,29
NewTaipei-city,新店區,中央路//中華路,美河市,8,2211,49.2,25
NewTaipei-city,新店區,中正路２６５號,中正國宅丙區,26,169,49.2,None
NewTaipei-city,板橋區,莊敬路５６號,昇陽文化大地,27,97,49.1,None
NewTaipei-city,板橋區,文化路二段４４１巷６號,崇德堂,12,76,49.1,47
NewTaipei-city,板橋區,雙十路二段３５號,海德公園,20,341,49,42
NewTaipei-city,板橋區,文化路二段１８２巷１弄１６號,文化遠見,18,113,49,32
NewTaipei-city,板橋區,中山路一段１號,站前凱悅,19,640,49,24
NewTaipei-city,中和區,景平路４３１巷２９號,福璽景安,3,64,49,40
NewTaipei-city,永和區,安樂路３０６號,尚林苑,25,328,48.9,31
NewTaipei-city,板橋區,莊敬路２５巷２號,聯邦名人居,23,119,48.9,None
NewTaipei-city,永和區,永和路一段２號,富綠地,25,182,48.9,20
NewTaipei-city,永和區,環河東路四段２號,天琴,20,262,48.9,50
NewTaipei-city,板橋區,文聖街１７７號,瑞林珍寶,16,106,48.9,62
NewTaipei-city,板橋區,莊敬路//雙十路二段,台灣世家,23,519,48.8,31
NewTaipei-city,板橋區,實踐路９３巷６５號,網路花園,20,77,48.8,None
NewTaipei-city,板橋區,大同街５０巷６號,麗庭珍寶,18,32,48.8,34
NewTaipei-city,板橋區,民生路三段１５號,民生首富,32,71,48.8,None
NewTaipei-city,中和區,捷運路//和平街,南方之星,9,1170,48.8,39
NewTaipei-city,新店區,寶元路一段８７巷１號,中興麗池,20,115,48.7,45
NewTaipei-city,板橋區,中山路二段１３３號,大吉地,22,155,48.7,27
NewTaipei-city,板橋區,公園街３６號,新板城,12,187,48.7,41
NewTaipei-city,永和區,保福路一段４７巷１７號,樣樣紅,15,150,48.6,35
NewTaipei-city,板橋區,民族路１５１巷５０號,光世代光點,8,57,48.6,43
NewTaipei-city,板橋區,萬板路//莒光路,千禧園,13,179,48.6,None
NewTaipei-city,永和區,竹林路６０號,三輝德堡,14,84,48.5,34
NewTaipei-city,永和區,永和路一段１４０號,樂華尚品,22,178,48.5,52
NewTaipei-city,板橋區,光武街５０巷２１號,文化森美學,8,52,48.5,57
NewTaipei-city,板橋區,縣民大道三段９９號,新站晶華,9,83,48.5,None
NewTaipei-city,板橋區,四川路一段２１０號,府中心,3,16,48.5,None
NewTaipei-city,中和區,景安路７６號,景安台北,12,48,48.5,20
NewTaipei-city,新店區,北新路二段９７巷１６號,綠意長隄,14,39,48.4,42
NewTaipei-city,三重區,龍門路//三和路三段,及第金站,11,365,48.4,14
NewTaipei-city,新莊區,新北大道四段２０５號,遠雄國都,5,199,48.4,None
NewTaipei-city,三重區,新生街１００號,淞暘雙囍,2,54,48.4,None
NewTaipei-city,新店區,中央三街//中央路,河左岸,18,69,48.3,31
NewTaipei-city,板橋區,漢生東路２８１號,文邑,10,96,48.3,None
NewTaipei-city,中和區,安平路１０９號,城市公園,27,170,48.3,None
NewTaipei-city,新莊區,新北大道四段５１號,遠雄新宿,4,291,48.3,None
NewTaipei-city,三重區,重新路四段１６號,三輝首馥,13,144,48.2,68
NewTaipei-city,板橋區,文聖街//松柏街,文化金都,25,98,48.1,None
NewTaipei-city,三重區,中正北路１７６巷８號,綠園(樹學園),7,26,48.1,None
NewTaipei-city,中和區,景平路４８６號,美麗景安,12,288,48,None
NewTaipei-city,永和區,中山路一段２１３號,中山傳家堡,21,46,47.9,39
NewTaipei-city,新店區,博愛街１３巷９號,博愛新村,36,66,47.9,37
NewTaipei-city,三重區,三賢街//五華街,鴻華璽悅,8,82,47.9,None
NewTaipei-city,中和區,中和路//宜安路,泰極,12,80,47.8,51
NewTaipei-city,永和區,中山路一段１號,同國富,6,25,47.8,None
NewTaipei-city,新莊區,昌平街//中原路,程茂天聚,6,34,47.8,None
NewTaipei-city,新店區,北宜路一段７６號,極麗,5,64,47.8,None
NewTaipei-city,三重區,環河北路三段１０６號,合康太璞,12,44,47.8,63
NewTaipei-city,永和區,中正路８９號,君國天廈,19,267,47.7,30
NewTaipei-city,板橋區,板新路３７號,新站巴黎,16,151,47.7,35
NewTaipei-city,永和區,民權路８８號,北城大誠,13,102,47.7,31
NewTaipei-city,板橋區,莊敬路２２０巷３１號,公園世紀,20、21,569,47.7,41
NewTaipei-city,中和區,宜安路//安樂路,君子集3,14,65,47.6,36
NewTaipei-city,板橋區,長江路二段２１６號,江翠華府,10,18,47.6,None
NewTaipei-city,新店區,中興路二段３７號,巴黎皇宮,4,186,47.6,41
NewTaipei-city,永和區,仁愛路３０６巷１８弄１號,仁愛富都,11,119,47.6,41
NewTaipei-city,新店區,民族路４７號,民族雅園,24,82,47.5,12
NewTaipei-city,板橋區,民生路一段//三民路二段,正隆天第,19,283,47.5,52
NewTaipei-city,新店區,溪園路３９５號,湯泉櫻花,18,778,47.5,58
NewTaipei-city,板橋區,松江街２６號,福林寶典,13,28,47.5,47
NewTaipei-city,永和區,博愛街//環河東路一段,濤園,22,105,47.4,37
NewTaipei-city,新店區,寶橋路８０號,御之禮,15,72,47.4,42
NewTaipei-city,中和區,中和路２９４號,名揚天下,29,313,47.3,48
NewTaipei-city,新店區,百忍街１９號,市中星,19,35,47.3,29
NewTaipei-city,永和區,秀朗路一段８０號,新邨,24,424,47.2,26
NewTaipei-city,中和區,光華街８１號,陽光四季,17,213,47.2,32
NewTaipei-city,新店區,中興路二段１４７號,園頂,3,360,47.2,None
NewTaipei-city,三重區,重陽路一段７８號,新京王,12,156,47.2,36
NewTaipei-city,新店區,中正路３０７巷１５號,科芬園,11,73,47.1,35
NewTaipei-city,中和區,宜安路１００號,高爾花園,10,27,47.1,86
NewTaipei-city,永和區,保生路２４號,捷和生活家,24,843,47,35
NewTaipei-city,板橋區,英士路//雨農路,富臨極品,21,191,47,39
NewTaipei-city,新店區,中央五街//中央路,水岸巴黎,19,55,47,32
NewTaipei-city,中和區,南華路//南山路,台北NEWS,17,285,46.9,32
NewTaipei-city,板橋區,雙十路一段１６號,雙十年華,23,48,46.9,None
NewTaipei-city,新店區,北新路二段２５０號,極景藍區,24,368,46.9,55
NewTaipei-city,永和區,竹林路１３６號,乾坤,42,54,46.9,None
NewTaipei-city,永和區,中和路４２９號,永安晶華,19,45,46.8,34
NewTaipei-city,三重區,文化南路４６號,河美,9,169,46.8,None
NewTaipei-city,新莊區,昌德街１６１號,宏普賓麗,6,46,46.8,None
NewTaipei-city,三重區,重新路二段１２號,天台贏座,20,103,46.7,27
NewTaipei-city,中和區,景安路１３２巷３６號,景安尊賞,20,24,46.7,47
NewTaipei-city,板橋區,中山路一段//公園街,金吉第,23,181,46.7,None
NewTaipei-city,三重區,重新路二段４２號,新富時代,12,228,46.7,29
NewTaipei-city,永和區,永利路//中正路,永利大廈,25,58,46.6,27
NewTaipei-city,永和區,中正路//自強街,台北福第,27,183,46.6,37
NewTaipei-city,永和區,永利路１３８號,台大御園,19,120,46.6,27
NewTaipei-city,新店區,建國路//大豐路,大椰林,21,155,46.5,29
NewTaipei-city,三重區,重新路三段//中正南路//仁化街,站前囍市,23,297,46.5,32
NewTaipei-city,板橋區,南雅東路１號,新站歐洲,13,637,46.5,32
NewTaipei-city,永和區,中正路//永利路,伯爵雙星,32,59,46.5,None
NewTaipei-city,板橋區,萬板路１４０號,E生活,20,158,46.5,38
NewTaipei-city,板橋區,漢生東路３１５號,新站尊爵,13,77,46.5,57
NewTaipei-city,板橋區,陽明街//英士路,公園大道,26,104,46.5,None
NewTaipei-city,新店區,民族路//建國路,台北新殿,27,68,46.5,None
NewTaipei-city,蘆洲區,鷺江街８９巷１１號,花園物語,14,43,46.5,None
NewTaipei-city,蘆洲區,集賢路２１７號,寶石上品苑,7,110,46.4,None
NewTaipei-city,三重區,長元街//龍濱路,日健昇,7,128,46.4,35
NewTaipei-city,中和區,南山路２７號,漾之華,3,38,46.4,None
NewTaipei-city,中和區,大勇街４７號,上荷紀,15,222,46.3,38
NewTaipei-city,三重區,重陽路一段２６巷３３號,三千家,9,96,46.3,63
NewTaipei-city,板橋區,民族路５８號,名族經典,19,21,46.3,None
NewTaipei-city,新店區,中正路３５２號,康和儷舍,19,121,46.2,None
NewTaipei-city,永和區,仁愛路３０１號,仁愛春天,21,93,46.2,34
NewTaipei-city,中和區,明禮街３１巷２號,景安國璽,11,53,46.2,None
NewTaipei-city,板橋區,南雅南路一段２３號,一品陞月,8,102,46.2,None
NewTaipei-city,新店區,中正路１９０號,國泰世紀,28,69,46.1,None
NewTaipei-city,板橋區,雙十路一段６號,沐夏,11,135,46.1,39
NewTaipei-city,三重區,捷運路３９號,寶石典藏家,17,197,46,37
NewTaipei-city,新莊區,中央路１００號,遠雄-中央公園,7,188,46,None
NewTaipei-city,蘆洲區,復興路８７巷３０號,爵鼎,14,14,46,None
NewTaipei-city,汐止區,大同路二段２１０號,寰宇首席,7,108,46,41
NewTaipei-city,新店區,中正路２８０巷２之１號,中正川普,11,165,45.9,34
NewTaipei-city,永和區,永貞路７９號,永貞一品,23,79,45.9,27
NewTaipei-city,永和區,永和路二段//中正路,永和帝王,21,113,45.9,37
NewTaipei-city,永和區,林森路４４巷６弄１號,美新厝,19,90,45.9,32
NewTaipei-city,永和區,福和路１５２號,薪傳世家,25,68,45.9,36
NewTaipei-city,永和區,環河西路一段７７號,樺福水悅,10,361,45.9,34
NewTaipei-city,板橋區,民族路１２９巷１２弄１１號,文筵,7,73,45.9,None
