城市,地址,社區,房價(萬)/坪,平均坪數
Taipei-city,民權東路六段１６３巷１９弄８號,大椰別墅,None,163
Taipei-city,信義路二段１３５號,信義雙璽,None,67
Taipei-city,林森北路１０２號,向陽春大廈,None,37
Taipei-city,長安西路１０號,匯泰當代,None,35
Taipei-city,知行路２５６號,關渡逸品,None,33
Taipei-city,中央北路二段３８３號,雲崗捷運森活館,None,None
Taipei-city,中和街４９３巷１之１號,陽明心秀,None,None
Taipei-city,民權東路六段１８０巷４１弄１５號,唐寧街,None,50
Taipei-city,民權東路六段１２３巷１３號,福人居,None,87
Taipei-city,民權東路六段１９１巷４６號,六福皇宮,None,50
Taipei-city,民權東路六段１２３巷２１弄１８號,澄園,None,50
Taipei-city,民權東路六段２０６巷８６號,鼎園,None,49
Taipei-city,研究院路二段１２巷５號,中研上哲,None,None
Taipei-city,民權東路六段１９０巷６３弄１號,香草花園,None,50
Taipei-city,寧波東街９巷８號,中正美墅,None,27
Taipei-city,民權東路六段２０５號,民權敦品,None,102
Taipei-city,民權東路六段１８０巷４２弄５１號,生活派對,None,None
Taipei-city,民權東路六段２０６巷５６號,SUPER206,None,40
Taipei-city,長安西路１１９號,泰東大廈,None,None
Taipei-city,長安西路３０６號,協吉大廈,None,None
Taipei-city,秀明路一段１２６號,臻璞,None,36
Taipei-city,民權東路六段２４５巷３６號,心庭,None,None
Taipei-city,民權東路六段１８０巷１３號,心力合II,None,50
Taipei-city,民權東路六段２８０巷４５弄４１號,清流莊,None,45
Taipei-city,南京西路６１號,宏傑肯泰大樓,None,None
Taipei-city,堤頂大道二段２４２號,維也納,None,55
Taipei-city,基湖路１１２巷５７號,大直麗園,None,63
Taipei-city,基湖路１１２巷５６號,大直璞園,None,59
Taipei-city,基湖路１３７號,大直金碧,None,49
Taipei-city,光復南路２４２號,光復大廈,None,55
Taipei-city,光復南路１８０巷２５號,僑安大廈,None,35
Taipei-city,光復南路２７２號,復安華廈,None,45
Taipei-city,光復南路２６６號,彩虹大廈,None,45
Taipei-city,重陽路５７巷３３號,慾望城市上東區,None,None
Taipei-city,重陽路１２７號,華固蒂芬尼,None,42
Taipei-city,敬業三路１６１巷５７號,明水漾,None,60
Taipei-city,光復北路２６巷５號,太子敦園,None,59
Taipei-city,泉州街１０號,碩和園,None,38
Taipei-city,博愛路２０５號,御荷園,None,65
Taipei-city,和平西路二段１２８號,植心園,None,75
Taipei-city,光復南路９８之１號,逸仙名邸,None,33
Taipei-city,光復南路１８０巷１號,聯美華廈,None,None
Taipei-city,光復南路３４８號,逸仙居,None,75
Taipei-city,忠孝東路四段２５０號,國泰皇家,None,46
Taipei-city,忠孝東路四段２９５號,三普忠孝,None,None
Taipei-city,忠孝東路四段２９３號,忠孝商業,None,22
Taipei-city,忠孝東路四段２９９號,名流,None,None
Taipei-city,忠孝東路四段３２９號,榮德大樓,None,30
Taipei-city,明水路３９７巷１１號,PARK 397,None,60
Taipei-city,瑞安街１３５巷２０號,瑞安松露,None,60
Taipei-city,瑞安街８１巷１２弄１７號,瑞安懷石B區,None,65
Taipei-city,瑞安街１３７號,瑞安涵館,None,32
Taipei-city,復興南路二段１７１巷６號,大安遠砌,None,74
Taipei-city,大安路二段８６號,竹盧,None,44
Taipei-city,重慶南路三段１７號,春暉大樓,None,34
Taipei-city,泰安街２巷５號,泰安觀止,None,None
Taipei-city,金山南路一段１１０巷３３號,信義長青,None,52
Taipei-city,仁愛路二段２０巷３之６號,仁愛杭庭,None,42
Taipei-city,銅山街１０號,元大囍園,None,60
Taipei-city,金山南路二段//金山街,皇宮金山大廈,None,47
Taipei-city,濟南路一段５號,元利群英,None,100
Taipei-city,民權東路六段２０６巷７８號,米堤,None,45
Taipei-city,環河北路二段２８７號,好光景,None,40
Taipei-city,三元街２３３號,建中世家,None,65
Taipei-city,堤頂大道二段２６０號,大直觀河,None,64
Taipei-city,堤頂大道二段２４６巷６號,威尼斯,None,40
Taipei-city,中山北路二段１６巷２號,楓上,None,37
Taipei-city,承德路二段９１巷３０號,祥通新廈,None,25
Taipei-city,中山北路六段２９０巷７弄２１號,美麗天母,None,None
Taipei-city,士東路１６號,時代大廈,None,43
Taipei-city,磺溪街２３號,磺溪園名廈,None,None
Taipei-city,敦化北路１６５巷２１號,元大?園,None,102
Taipei-city,健康路６號,敦北衡居,None,89
Taipei-city,敦化南路二段１１１號,敦南藝術館,None,45
Taipei-city,天玉街１６巷１號,宏普天玉,None,None
Taipei-city,忠孝東路五段８１５號,益明大樓,None,39
Taipei-city,東新街６３巷１號,公教華廈,None,39
Taipei-city,中坡南路３３號,上陽馥麗,None,38
Taipei-city,永吉路１２８號,建住大樓,None,31
Taipei-city,忠孝東路四段５００號,國泰麗園,None,52
Taipei-city,新生南路一段１５７巷４８號,大安國堡,None,68
Taipei-city,青田街１巷１０號,青田松園,None,55
Taipei-city,潮州街１６０號,新語堂,None,35
Taipei-city,泰順街６２巷１６號,鼎盧,None,55
Taipei-city,士商路１２３號,仕商錄,None,49
Taipei-city,仁愛路二段１３號,仁愛當代,None,115
Taipei-city,松仁路１３５號,慕夏四季,None,141
Taipei-city,松德路７５號,嘉禾大樓,None,37
Taipei-city,信義路五段９１巷１２弄７號,翰邑,None,80
Taipei-city,仁愛路二段６５巷１弄５號,仁愛GARDEN,None,65
Taipei-city,臨沂街７５巷３５號,悅松園,None,65
Taipei-city,福港街１９巷１號,大漢君址,None,48
Taipei-city,南京東路五段４６號,財金大廈,None,None
Taipei-city,南京東路五段１４５之１號,南京名人大廈,None,22
Taipei-city,南京東路五段６６巷１８號,花園大廈,None,40
Taipei-city,敦化南路一段//敦化南路,萬達敦南大廈,None,None
Taipei-city,敦化南路一段//忠孝東路四段//敦化南路,永春,None,35
Taipei-city,金華街２７號,一品金華,None,39
Taipei-city,一江街３７號,松廈,None,55
Taipei-city,伊通街１０號,松江桂冠,None,61
Taipei-city,吉林路１４巷５號,吉林大樓,None,35
Taipei-city,濟南路二段５０號,雲集,None,64
Taipei-city,虎林街１６４巷２８號,世貿雙庭,None,61
Taipei-city,仁愛路四段７３號,亞洲仁愛大廈,None,37
Taipei-city,木新路三段２３２巷７弄８之１號,松荷,None,35
Taipei-city,羅斯福路三段２８３巷７弄８號,名人花苑,None,45
Taipei-city,重慶北路二段９９號,大稻埕豐華,None,37
Taipei-city,信義路四段１７７號,僑安名人,None,27
Taipei-city,松江路２６巷２０號,松江名苑,None,32
Taipei-city,建國北路一段１３８巷５號,十勝悅,None,40
Taipei-city,安和路一段//安和路//仁愛路四段,新力大廈,None,42
Taipei-city,忠孝東路四段１７０巷１７弄１號,靜廬,None,None
Taipei-city,忠孝東路四段１７０巷１８弄５號,敦南名蘆,None,None
Taipei-city,東豐街５０號,東豐大廈,None,None
Taipei-city,東豐街５８號,富春大廈,None,None
Taipei-city,大理街１４５號,德林大禮,None,33
Taipei-city,行善路５９巷２０弄３３號,南京花園2,None,None
Taipei-city,大直街９０號,美州名廈,None,104
Taipei-city,樂業街//基隆路二段,書香大廈,None,40
Taipei-city,和平東路三段//嘉興街,嘉新明園,None,38
Taipei-city,通化街２６３號,漢陽麗景,None,27
Taipei-city,樂業街//和平東路三段,德安富室,None,40
Taipei-city,八德路四段２４５巷５２弄２１號,中崙晴園,None,35
Taipei-city,和平東路三段４６３巷１７號,遠企香榭,None,33
Taipei-city,忠孝東路五段３７２巷２７弄９０號,忠孝海華社區二,None,35
Taipei-city,行善路５９巷４０弄５號,美善,None,84
Taipei-city,健康路３２５巷５弄１號,優秀賞,None,51
Taipei-city,麗水街２３號,藝文堂,None,60
Taipei-city,麗水街３３巷３號,麗水清庭,None,62
Taipei-city,行善路５９巷４０弄２０號,美善臻品,None,None
Taipei-city,南京東路三段３０３巷１８之１號,永青名園,None,44
Taipei-city,慶城街２４號,慶城富第,None,None
Taipei-city,南京東路三段３０３巷６弄５號,光洋大廈,None,None
Taipei-city,莒光路１７５號,莒光175,None,31
Taipei-city,萬大路９０巷７號,捷運哈佛,None,18
Taipei-city,莒光路//中華路二段,新第來亨,None,34
Taipei-city,莒光路１１０號,南海里仁,None,45
Taipei-city,長沙街二段５１號,新內閣,None,None
Taipei-city,松勇路５３巷３３號,環泥國際名邸,None,82
Taipei-city,永吉路１２２號,東台北,None,15
Taipei-city,忠孝東路四段５５３巷２２弄４９號,愛丁堡大廈,None,None
Taipei-city,松仁路１５１之１號,御活水,None,99
Taipei-city,松勤街８８號,大?四方,None,125
Taipei-city,松勤街７６號,永富信義,None,129
Taipei-city,市民大道五段６７號,京璽,None,None
Taipei-city,成功路三段１７４巷６號,德安金典,None,None
Taipei-city,興隆路四段７４巷２１弄５號,雪萊花園,None,None
Taipei-city,合江街７３巷３號,富臨吉第,None,41
Taipei-city,長春路２６７號,南京凱悅,None,22
Taipei-city,麗水街１３巷１６號,麗水揚朵,None,45
Taipei-city,涼州街３９號,永樂第,None,65
Taipei-city,重慶北路三段１９１巷１弄３號,富貴禪園,None,53
Taipei-city,光復南路４７３巷１５號,逸仙樸園,None,None
Taipei-city,延壽街//塔悠路,河畔皇家,None,None
Taipei-city,忠孝東路六段１號,南榮大樓,None,None
Taipei-city,忠孝東路六段２４號,忠孝東路六段華廈,None,40
Taipei-city,永康街２３巷２４號,涵仰,None,60
Taipei-city,永康街１７巷２６號,花想容,None,108
Taipei-city,敦化南路一段２５１號,潤泰敦仁,None,125
Taipei-city,長春路１０８號,長春吉人大廈,None,25
Taipei-city,萬大路４０７號,萬大國宅,None,36
Taipei-city,瑞安街２５６巷２２號,藍天華廈,None,None
Taipei-city,瑞安街２２２巷６號,瑞安新城,None,40
Taipei-city,信義路六段２９號,揚昇國園,None,51
Taipei-city,信義路六段//虎林街,信義大計劃,None,54
Taipei-city,中原街//民生東路//吉林路,第二優美,None,None
Taipei-city,松江路１８４巷５號,紫雲大廈,None,55
Taipei-city,農安街２２７巷３弄１６號,國泰松江華廈-南棟,None,50
Taipei-city,農安街//建國北路三段,雅適建設,None,85
Taipei-city,民權東路三段６０巷３弄１２號,國泰雙響炮,None,None
Taipei-city,忠孝東路六段３０２號,忠六段華廈,None,32
Taipei-city,昆陽街１５６號,翠湖新象,None,44
Taipei-city,新生南路一段１０３巷２６號,璞園綠光,None,70
Taipei-city,建國南路一段２１２巷５１號,人愛力麒,None,65
Taipei-city,民生東路五段//民生東路,仁愛民生華廈,None,25
Taipei-city,長春路//吉林路,珊瑚大樓,None,25
Taipei-city,德行西路１１１巷１５號,頤荷,None,None
Taipei-city,磺溪街８８巷２之１號,尊玨,None,71
Taipei-city,中山北路五段４５３號,花園官邸,None,85
Taipei-city,中正路２１２巷９弄２號,大哲逸品,None,None
Taipei-city,南京東路五段２５號,萬峰,None,50
Taipei-city,芝玉路二段５２巷１６號,擁馨園,None,36
Taipei-city,士商路１２號,麒麟門,None,52
Taipei-city,和平東路三段１２１號,敦南大廈,None,36
Taipei-city,磺溪街８８巷１０號,三一天母,None,70
Taipei-city,復興南路二段//和平東路二段,金品天廈,None,None
Taipei-city,大安路二段１７號,建安大廈,None,None
Taipei-city,復興南路二段１５１巷３３號,大安富貴大樓,None,62
Taipei-city,溫州街７號,佳園大廈,None,43
Taipei-city,和平東路一段２４８巷２３號,大學十方,None,50
Taipei-city,和平東路二段１８巷１１號,一品廬,None,48
Taipei-city,和平東路二段１８巷６號,蕙園,None,93
Taipei-city,忠孝東路四段１７０巷１８弄１２號,玉園華廈,None,None
Taipei-city,基河路２４０巷２號,遠揚名砌,None,None
Taipei-city,仁愛路四段２７巷７號,美富華廈,None,None
Taipei-city,仁愛路四段２７巷１０號,正隆大廈,None,None
Taipei-city,仁愛路四段２７巷３０號,愛福園,None,None
Taipei-city,中山北路七段１９１巷２２號,靜觀,None,None
Taipei-city,建國南路一段２１２巷５０號,東籬,None,None
Taipei-city,民權東路六段１９１巷６２弄１８號,民權華府二期,None,None
Taipei-city,青田街２之３號,青田吉田,None,114
Taipei-city,新生南路二段//金華街//永康街,大安金華,None,60
Taipei-city,新生南路二段３０巷１３號,新生力麒-儷園,None,83
Taipei-city,伊寧街９巷５號,伊寧華園,None,28
Taipei-city,重慶北路三段９６號,傳家堡,None,31
Taipei-city,民權西路２２８號,水晶華廈,None,29
Taipei-city,延平北路二段２８８號,鶴宴,None,40
Taipei-city,羅斯福路三段２４４巷２弄９號,台大翰林,None,None
Taipei-city,天母西路//天母三路,齊福,None,None
Taipei-city,復興南路二段７８巷７８號,夏朵,None,66
Taipei-city,忠孝東路四段//安和路一段//安和路,康福大樓,None,None
Taipei-city,忠孝東路四段１７０巷１８弄９號,祥園,None,None
Taipei-city,忠孝東路四段１７０巷１８弄８號,富邦明園,None,None
Taipei-city,庫倫街//哈密街,明倫社區,None,40
Taipei-city,新生南路一段１５３號,大安鼎極,None,None
Taipei-city,仁愛路二段８６號,仁愛創世紀,None,176
Taipei-city,仁愛路四段２４５巷１５弄１號,李園別墅,None,None
Taipei-city,忠孝東路四段１７０巷１７弄４號,華廬,None,None
Taipei-city,安和路一段//安和路//仁愛路四段,吉祥園,None,None
Taipei-city,安和路一段//安和路,星雲華廈,None,None
Taipei-city,秀明路一段３１號,雨果文學館,None,None
Taipei-city,文湖街//內湖路一段,西湖畔,None,34
Taipei-city,瑞光路１３２巷８５號,大湖日記別墅,None,None
Taipei-city,瑞光路１１２巷５８弄１號,康橋別墅,None,None
Taipei-city,臨沂街５９巷１０號,瀧園,None,None
Taipei-city,臨沂街６９巷１９號,宏觀,None,None
Taipei-city,臨沂街６９巷１１號,大安青靚,None,38
Taipei-city,臨沂街６１巷２６號,明月樓,None,54
Taipei-city,臨沂街６１巷１３號,安家-六逸,None,None
Taipei-city,臨沂街６５巷５之１號,臨沂麗陽,None,None
Taipei-city,建國南路一段２７０巷１８號,新光御品,None,82
Taipei-city,永康街３１巷２１號,陶璽,None,70
Taipei-city,永康街１７巷２號,永康逸品,None,55
Taipei-city,信義路二段１１４巷２號,信義金鑽,None,None
